Dados horários fornecidos pelo sistema QUALAR/CETESB, reduzidos para a escala diaria.
Estacao Ibirapuera
variavel, unidade, descricao
date, dia, yyyy-mm-dd
MP10, ug/m3, concentração de material particulado inalável
CO, ppm, concentração de monóxido de carbono
O3, ug/m3, concentração de ozônio
NO, ug/m3, concentração de óxido de nitrogênio
NO2, ug/m3, concentração de dióxido de nitrogênio
Dados faltantes são representados por "NaN".
date,MP10,CO,O3,NO,NO2
2018-11-24,7.500,0.257,34.435,2.000,13.318
2018-11-25,6.667,0.200,36.870,0.348,10.739
2018-11-26,13.264,0.148,43.652,1.174,13.913
2018-11-27,17.917,0.152,42.913,1.870,16.913
2018-11-28,18.958,0.209,52.000,1.304,17.826
2018-11-29,17.569,0.326,46.826,2.783,30.000
2018-11-30,23.889,0.448,41.522,13.783,40.087
2018-12-01,6.250,0.265,39.043,0.783,18.783
2018-12-02,8.403,0.243,41.870,3.043,11.696
2018-12-03,10.556,0.183,33.130,2.130,15.348
2018-12-04,15.764,0.261,51.087,3.957,25.174
2018-12-05,27.986,0.365,49.435,8.087,36.783
2018-12-06,28.889,0.243,52.739,1.565,28.826
2018-12-07,13.958,0.165,41.696,1.087,17.348
2018-12-08,7.292,0.117,33.304,1.174,9.130
2018-12-09,10.625,0.174,47.913,0.739,13.913
2018-12-10,17.847,0.283,59.783,3.304,25.174
2018-12-11,21.319,0.300,65.130,3.217,32.043
2018-12-12,18.889,0.261,84.174,1.565,25.565
2018-12-13,24.792,0.430,63.217,4.957,43.565
2018-12-14,30.833,0.522,64.348,19.217,40.652
2018-12-15,26.042,0.365,74.826,3.696,30.913
2018-12-16,43.611,0.361,98.174,0.130,19.087
2018-12-17,37.847,0.400,76.609,2.348,28.000
2018-12-18,19.028,0.300,78.565,1.000,24.304
2018-12-19,23.472,0.409,81.000,1.826,31.957
2018-12-20,24.097,0.374,72.783,1.696,31.565
2018-12-21,18.333,0.348,73.870,0.522,25.826
2018-12-22,14.306,0.322,60.261,1.000,28.652
2018-12-23,12.153,0.283,53.957,0.087,12.913
2018-12-24,15.694,0.239,44.522,0.565,13.739
2018-12-25,14.583,0.161,39.913,0.174,7.696
2018-12-26,16.944,0.187,50.783,2.304,13.826
2018-12-27,18.403,0.200,55.783,1.348,14.130
2018-12-28,13.889,0.261,48.130,2.409,21.864
2018-12-29,25.625,0.304,78.696,2.870,23.000
2018-12-30,21.667,0.235,59.652,0.478,9.130
2018-12-31,24.861,0.213,81.870,0.696,8.522
2019-01-01,27.639,0.239,63.348,0.000,3.870
2019-01-02,16.111,0.270,43.261,2.000,12.609
2019-01-03,12.222,0.217,49.870,0.409,13.318
2019-01-04,8.056,0.261,32.609,1.435,19.130
2019-01-05,8.333,0.226,31.478,0.522,15.957
2019-01-06,9.097,0.248,42.609,0.609,11.043
2019-01-07,13.403,0.339,42.391,5.391,23.217
2019-01-08,15.694,0.335,44.783,3.522,29.348
2019-01-09,27.083,0.296,91.435,0.261,15.000
2019-01-10,21.458,0.252,78.174,1.217,16.304
2019-01-11,19.028,0.365,74.522,2.391,37.000
2019-01-12,25.833,0.278,60.957,1.261,18.783
2019-01-13,26.250,0.243,64.826,0.174,12.304
2019-01-14,22.639,0.330,62.913,0.636,22.773
2019-01-15,24.931,0.305,75.889,0.773,19.818
2019-01-16,20.486,0.313,60.609,2.130,24.652
2019-01-17,15.208,0.326,68.304,3.043,33.870
2019-01-18,16.250,0.387,64.174,2.565,27.000
2019-01-19,18.403,0.291,75.217,0.435,19.391
2019-01-20,13.194,0.243,62.913,0.130,9.478
2019-01-21,15.417,0.283,57.217,2.826,19.826
2019-01-22,23.194,0.339,66.261,1.000,25.174
2019-01-23,24.514,0.291,66.000,1.391,19.565
2019-01-24,15.909,0.267,67.350,1.500,24.500
2019-01-25,11.806,0.204,40.913,0.652,16.696
2019-01-26,15.903,0.361,50.696,5.435,31.435
2019-01-27,12.292,0.222,41.217,0.739,12.609
2019-01-28,23.194,0.396,49.130,12.130,24.696
2019-01-29,22.986,0.430,54.087,4.130,42.304
2019-01-30,37.778,0.774,50.913,33.043,60.130
2019-01-31,38.333,0.857,78.304,41.565,63.348
2019-02-01,32.153,0.435,70.652,10.304,40.870
2019-02-02,35.833,0.343,94.174,0.304,25.000
2019-02-03,15.417,0.191,70.870,0.000,6.609
2019-02-04,4.722,0.148,30.696,1.174,13.391
2019-02-05,8.194,0.173,24.435,2.609,15.913
2019-02-06,6.111,0.309,11.739,5.957,28.478
2019-02-07,13.403,0.270,46.261,1.957,25.174
2019-02-08,21.389,0.343,54.130,5.696,32.826
2019-02-09,20.347,0.296,71.522,1.261,22.087
2019-02-10,18.403,0.265,64.043,0.652,16.000
2019-02-11,18.819,0.270,60.304,1.739,20.348
2019-02-12,11.389,0.248,43.696,1.696,20.870
2019-02-13,7.014,0.170,35.826,1.348,14.348
2019-02-14,8.333,0.174,31.609,1.391,15.478
2019-02-15,23.000,0.470,10.391,10.739,40.000
2019-02-16,5.694,0.304,13.087,6.391,23.696
2019-02-17,11.389,0.330,18.696,2.261,18.565
2019-02-18,22.083,0.335,35.522,4.957,22.087
2019-02-19,15.000,0.261,36.652,2.478,21.087
2019-02-20,14.444,0.252,42.348,1.870,20.130
2019-02-21,15.556,0.387,23.870,4.957,32.304
2019-02-22,16.597,0.422,24.739,5.478,29.087
2019-02-23,12.708,0.357,36.043,7.174,23.000
2019-02-24,14.167,0.378,38.565,6.261,17.478
2019-02-25,11.736,0.243,48.304,1.609,18.783
2019-02-26,4.931,0.335,26.043,4.565,32.130
2019-02-27,10.486,0.287,37.783,5.870,23.304
2019-02-28,4.417,0.300,9.842,3.789,24.526
2019-03-01,7.917,0.339,10.565,7.174,27.261
2019-03-02,14.167,0.322,26.913,5.217,20.609
2019-03-03,13.125,0.374,37.478,5.565,19.609
2019-03-04,8.750,0.239,34.217,1.952,16.714
2019-03-05,14.710,0.786,43.409,0.800,19.400
2019-03-06,16.736,0.648,29.348,14.478,33.217
2019-03-07,17.292,0.635,21.565,27.304,34.261
2019-03-08,13.681,0.326,33.478,7.087,27.435
2019-03-09,24.514,0.548,43.826,12.136,40.182
2019-03-10,7.639,0.222,37.391,0.435,10.130
2019-03-11,6.250,0.157,26.609,1.348,14.565
2019-03-12,16.667,0.296,48.696,1.652,25.652
2019-03-13,13.819,0.296,38.478,3.957,23.087
2019-03-14,11.458,0.330,31.435,2.304,28.609
2019-03-15,12.222,0.361,27.130,3.217,29.217
2019-03-16,11.875,0.235,43.609,0.609,13.565
2019-03-17,9.236,0.300,43.826,0.391,15.130
2019-03-18,16.181,0.357,32.609,2.087,22.739
2019-03-19,12.847,0.283,32.217,2.087,21.348
2019-03-20,8.056,0.222,32.435,1.455,16.636
2019-03-21,5.278,0.187,26.087,1.957,17.957
2019-03-22,5.347,0.191,27.391,1.652,16.522
2019-03-23,16.597,0.213,66.826,1.522,16.957
2019-03-24,24.792,0.261,62.435,0.696,17.435
2019-03-25,27.778,0.378,48.783,4.957,35.217
2019-03-26,27.708,0.343,52.087,7.348,32.043
2019-03-27,20.278,0.213,54.609,1.261,18.478
2019-03-28,7.778,0.187,28.783,2.136,19.727
2019-03-29,8.958,0.178,31.565,1.652,15.870
2019-03-30,12.361,0.183,50.957,1.130,14.609
2019-03-31,20.069,0.209,58.826,0.739,14.043
2019-04-01,19.514,0.200,58.478,1.043,18.000
2019-04-02,22.014,0.278,55.696,2.652,25.522
2019-04-03,34.583,0.478,58.913,10.348,47.696
2019-04-04,42.431,0.583,58.522,12.478,55.739
2019-04-05,46.389,0.487,41.652,6.174,44.957
2019-04-06,17.778,0.335,41.304,0.870,24.261
2019-04-07,13.681,0.365,21.696,1.174,21.043
2019-04-08,5.139,0.274,18.261,1.957,22.348
2019-04-09,6.319,0.237,21.739,2.652,22.783
2019-04-10,5.556,0.191,30.565,1.957,16.957
2019-04-11,19.028,0.317,51.348,3.136,26.318
2019-04-12,24.514,0.283,53.391,2.522,24.478
2019-04-13,36.319,0.367,68.652,0.957,20.522
2019-04-14,15.347,0.288,25.957,0.739,12.043
2019-04-15,18.542,0.325,35.739,2.696,17.478
2019-04-16,14.722,0.317,33.304,5.130,20.696
2019-04-17,10.278,0.265,27.130,2.565,18.783
2019-04-18,8.750,0.217,39.261,1.478,16.609
2019-04-19,17.431,0.343,57.783,5.391,29.565
2019-04-20,22.847,0.530,39.783,18.565,35.565
2019-04-21,34.028,0.570,48.609,9.391,32.696
2019-04-22,42.014,0.457,64.304,0.957,33.261
2019-04-23,21.875,0.291,52.217,0.739,21.565
2019-04-24,28.889,0.322,47.130,6.261,29.130
2019-04-25,31.944,0.313,62.826,1.391,23.522
2019-04-26,35.694,0.378,45.522,2.087,31.043
2019-04-27,28.681,0.378,38.000,3.348,24.174
2019-04-28,15.069,0.274,37.217,0.739,13.957
2019-04-29,8.333,0.235,22.000,2.391,16.652
2019-04-30,24.028,0.283,49.000,1.304,23.391
2019-05-01,25.139,0.287,53.783,1.087,20.913
2019-05-02,43.056,0.713,31.000,19.955,48.591
2019-05-03,43.819,0.587,32.391,11.435,42.826
2019-05-04,44.236,0.539,45.000,8.087,39.565
2019-05-05,38.264,0.413,41.739,1.043,25.000
2019-05-06,29.792,0.465,29.348,10.609,30.957
2019-05-07,11.389,0.226,33.261,1.391,18.348
2019-05-08,6.528,0.196,29.435,1.783,16.087
2019-05-09,13.056,0.252,29.435,2.304,23.304
2019-05-10,25.556,0.413,33.348,6.522,35.217
2019-05-11,28.681,0.491,30.652,10.304,31.870
2019-05-12,24.722,0.635,31.739,16.391,23.348
2019-05-13,22.153,0.304,49.826,1.174,24.478
2019-05-14,19.514,0.343,27.783,9.130,25.261
2019-05-15,6.111,0.178,37.304,1.391,12.043
2019-05-16,4.861,0.191,28.522,1.783,19.522
2019-05-17,7.639,0.235,20.870,2.913,23.174
2019-05-18,16.389,0.513,11.261,11.348,29.087
2019-05-19,13.194,0.374,27.826,4.696,17.261
2019-05-20,22.083,0.383,19.043,7.304,31.609
2019-05-21,31.597,0.509,30.652,12.348,47.478
2019-05-22,33.750,0.791,29.609,54.957,61.696
2019-05-23,38.819,0.813,34.739,43.522,55.348
2019-05-24,25.625,0.335,27.913,2.739,31.739
2019-05-25,5.972,0.170,32.826,0.957,13.174
2019-05-26,13.194,0.183,45.087,0.217,13.130
2019-05-27,21.319,0.513,28.870,19.348,46.087
2019-05-28,33.542,0.630,28.304,41.174,45.913
2019-05-29,17.778,0.387,24.478,6.913,36.304
2019-05-30,18.750,0.474,22.391,17.304,34.609
2019-05-31,29.306,0.539,30.043,20.217,27.913
2019-06-01,13.681,0.500,13.304,9.913,31.217
2019-06-02,12.708,0.548,8.174,12.636,22.682
2019-06-03,11.042,0.391,6.957,10.391,30.435
2019-06-04,4.861,0.148,40.087,0.783,16.478
2019-06-05,4.653,0.222,31.348,1.957,23.957
2019-06-06,10.833,0.317,26.565,9.000,25.783
2019-06-07,18.819,0.470,22.870,15.130,43.522
2019-06-08,38.750,1.057,21.826,73.609,49.130
2019-06-09,39.167,0.883,38.826,32.478,34.435
2019-06-10,25.347,0.430,33.739,6.957,38.217
2019-06-11,45.972,0.761,20.000,43.652,57.304
2019-06-12,32.222,0.709,21.826,31.478,47.652
2019-06-13,38.611,1.187,19.348,76.870,50.522
2019-06-14,26.250,0.517,25.087,12.565,43.478
2019-06-15,29.792,0.509,27.957,13.870,40.609
2019-06-16,35.139,0.543,40.435,7.696,35.957
2019-06-17,30.833,0.400,37.810,12.143,39.476
2019-06-18,33.403,0.474,31.450,10.174,43.435
2019-06-19,42.431,0.600,19.739,20.522,54.174
2019-06-20,41.319,0.765,29.087,56.304,33.043
2019-06-21,13.958,0.191,38.783,0.870,18.261
2019-06-22,29.653,0.317,38.304,1.739,28.783
2019-06-23,44.028,0.513,33.609,8.565,29.609
2019-06-24,35.000,0.418,38.941,11.941,41.235
2019-06-25,21.667,0.374,33.421,11.421,37.895
2019-06-26,27.639,0.609,30.174,38.478,38.957
2019-06-27,22.569,0.304,24.609,6.043,32.087
2019-06-28,32.500,0.378,45.435,1.652,33.391
2019-06-29,32.083,0.491,29.174,11.826,35.609
2019-06-30,36.250,0.457,32.783,5.826,26.522
2019-07-01,19.545,0.600,35.667,11.632,35.842
2019-07-02,38.681,NaN,28.348,24.522,44.087
2019-07-03,31.389,NaN,30.348,3.130,42.609
2019-07-04,10.000,NaN,10.826,9.652,36.565
2019-07-05,4.931,0.180,27.261,1.435,24.609
2019-07-06,10.625,0.187,30.043,3.348,20.478
2019-07-07,12.986,0.187,35.739,1.043,17.174
2019-07-08,11.806,0.252,29.522,3.348,29.174
2019-07-09,24.028,0.361,30.087,2.609,30.000
2019-07-10,34.722,0.687,19.957,30.174,56.043
2019-07-11,46.389,1.096,28.957,86.565,63.130
2019-07-12,55.069,1.291,30.043,108.000,71.261
2019-07-13,56.181,1.117,36.870,59.870,63.130
2019-07-14,69.097,1.126,34.043,34.522,52.522
2019-07-15,36.319,0.657,47.391,15.000,35.174
2019-07-16,13.681,0.196,30.087,1.739,22.000
2019-07-17,11.875,0.235,33.435,2.304,26.261
2019-07-18,8.542,0.200,33.522,1.913,24.087
2019-07-19,22.986,0.339,30.870,8.261,37.000
2019-07-20,27.292,0.587,29.261,10.870,36.826
2019-07-21,30.000,0.513,27.478,6.636,28.955
2019-07-22,17.708,0.404,26.130,14.435,37.043
2019-07-23,28.125,0.613,27.739,35.455,46.136
2019-07-24,52.986,1.087,34.913,92.957,64.739
2019-07-25,37.431,0.513,46.000,8.826,50.348
2019-07-26,32.431,0.374,43.227,3.391,39.174
2019-07-27,38.681,0.483,48.087,6.435,40.609
2019-07-28,22.014,0.217,64.478,0.391,11.826
2019-07-29,30.694,0.283,50.391,3.913,24.652
2019-07-30,30.625,0.387,32.435,7.727,38.364
2019-07-31,24.514,0.539,27.565,30.522,54.913
2019-08-01,35.139,0.765,28.739,33.348,54.522
2019-08-02,45.972,1.026,37.652,80.261,51.609
2019-08-03,11.111,0.161,43.652,0.435,13.522
2019-08-04,11.944,0.152,46.696,0.217,11.826
2019-08-05,10.764,0.217,34.261,4.435,23.000
2019-08-06,22.569,0.396,30.130,8.652,38.304
2019-08-07,17.847,0.452,20.261,12.826,35.391
2019-08-08,27.222,0.504,35.174,18.696,48.609
2019-08-09,35.764,0.765,36.478,28.913,61.174
2019-08-10,40.069,0.696,38.565,20.739,48.652
2019-08-11,34.683,0.785,50.350,29.550,26.300
2019-08-12,32.273,1.144,42.750,84.571,65.286
2019-08-13,44.722,0.996,25.652,86.913,36.522
2019-08-14,6.319,0.200,44.043,0.826,15.652
2019-08-15,9.861,0.275,40.652,10.500,25.500
2019-08-16,28.889,0.491,28.913,12.087,48.957
2019-08-17,26.875,0.443,39.174,6.727,35.000
2019-08-18,36.250,0.461,52.391,9.826,28.870
2019-08-19,11.181,0.530,44.739,2.522,19.652
2019-08-20,9.306,0.213,33.826,1.348,22.652
2019-08-21,9.097,0.200,35.696,2.348,22.000
2019-08-22,11.250,0.195,40.739,1.696,18.043
2019-08-23,12.083,NaN,37.913,3.565,22.435
2019-08-24,8.333,NaN,51.130,0.682,12.545
2019-08-25,11.806,NaN,52.261,0.391,9.087
2019-08-26,21.319,NaN,50.696,1.773,24.455
2019-08-27,34.028,NaN,50.783,2.652,26.826
2019-08-28,23.750,NaN,53.478,0.870,23.174
2019-08-29,37.917,NaN,54.000,3.217,42.826
2019-08-30,43.472,NaN,41.391,17.174,54.217
2019-08-31,58.333,NaN,53.261,7.174,40.522
2019-09-01,16.404,NaN,35.895,0.722,25.444
2019-09-02,14.861,NaN,24.870,3.826,26.739
2019-09-03,33.194,0.817,12.087,22.826,46.217
2019-09-04,16.250,0.243,19.913,5.000,26.762
2019-09-05,5.764,0.313,38.087,1.522,18.739
2019-09-06,11.667,0.304,25.565,4.130,26.391
2019-09-07,24.861,0.487,44.652,3.957,28.087
2019-09-08,27.708,0.517,51.435,2.435,29.696
2019-09-09,27.153,0.426,48.565,5.087,33.000
2019-09-10,37.431,0.678,49.826,23.739,55.870
2019-09-11,54.792,1.070,63.783,39.783,71.478
2019-09-12,59.097,0.623,60.364,11.955,61.955
2019-09-13,13.472,0.248,50.348,0.870,17.478
2019-09-14,16.528,0.239,46.435,0.783,15.000
2019-09-15,43.167,0.490,78.450,0.316,22.632
2019-09-16,44.537,0.494,78.118,0.000,22.000
2019-09-17,NaN,NaN,NaN,NaN,NaN
2019-09-18,37.051,0.323,99.615,NaN,NaN
2019-09-19,44.028,0.387,73.478,NaN,NaN
2019-09-20,55.486,0.530,50.000,NaN,NaN
2019-09-21,5.486,0.187,41.000,NaN,NaN
2019-09-22,3.681,0.152,43.913,NaN,NaN
2019-09-23,9.123,0.165,44.870,NaN,NaN
2019-09-24,NaN,0.248,48.957,NaN,NaN
2019-09-25,NaN,0.314,33.636,NaN,NaN
2019-09-26,NaN,0.391,28.609,NaN,NaN
2019-09-27,NaN,0.244,39.706,NaN,NaN
2019-09-28,NaN,0.178,43.826,NaN,NaN
2019-09-29,NaN,0.209,56.609,NaN,NaN
2019-09-30,NaN,0.278,47.957,NaN,NaN
2019-10-01,NaN,0.352,72.261,NaN,NaN
2019-10-02,NaN,0.513,80.304,NaN,NaN
2019-10-03,NaN,0.361,62.043,NaN,NaN
2019-10-04,NaN,0.320,100.500,NaN,NaN
2019-10-05,NaN,0.348,81.043,NaN,NaN
2019-10-06,NaN,0.183,60.739,NaN,NaN
2019-10-07,NaN,0.196,44.435,NaN,NaN
2019-10-08,11.667,0.248,48.652,0.364,30.455
2019-10-09,11.597,0.252,47.913,1.182,23.909
2019-10-10,12.738,0.200,51.308,1.308,15.077
2019-10-11,NaN,0.456,56.667,2.778,41.556
2019-10-12,27.464,0.487,72.304,9.286,36.857
2019-10-13,22.847,0.357,75.435,0.696,22.696
2019-10-14,27.847,0.322,73.130,1.727,25.136
2019-10-15,16.528,0.208,49.500,0.833,17.583
2019-10-16,27.292,0.213,54.261,0.957,15.913
2019-10-17,31.667,0.252,61.522,0.783,18.522
2019-10-18,35.903,0.426,52.957,1.652,36.913
2019-10-19,15.625,0.230,62.696,0.522,11.000
2019-10-20,7.778,0.109,54.783,0.409,4.500
2019-10-21,26.863,0.435,30.000,13.188,35.250
2019-10-22,25.347,0.417,32.217,15.826,26.739
2019-10-23,15.486,0.178,67.304,0.682,14.818
2019-10-24,21.597,0.274,52.478,2.913,22.652
2019-10-25,37.361,0.417,52.435,3.800,37.200
2019-10-26,28.333,0.287,60.391,0.304,16.043
2019-10-27,21.111,0.291,76.348,0.182,13.318
2019-10-28,19.722,0.300,81.556,1.350,20.300
2019-10-29,22.639,0.409,59.522,1.957,34.913
2019-10-30,23.333,0.300,101.783,0.565,21.826
2019-10-31,23.264,0.296,53.913,1.182,22.136
2019-11-01,23.542,0.239,67.957,0.783,14.043
2019-11-02,18.264,0.217,67.609,0.348,9.522
2019-11-03,29.375,0.317,63.391,1.304,14.826
2019-11-04,23.958,0.335,68.043,1.957,27.739
2019-11-05,14.931,0.252,69.957,0.261,15.391
2019-11-06,11.111,0.213,45.609,0.696,16.304
2019-11-07,15.972,0.304,29.217,5.130,27.304
2019-11-08,19.028,0.317,27.261,2.955,27.682
2019-11-09,13.681,0.252,46.739,0.739,13.696
2019-11-10,15.556,0.330,38.957,0.565,15.087
2019-11-11,13.194,0.257,41.652,0.818,16.500
2019-11-12,6.667,0.178,32.783,1.783,8.826
2019-11-13,17.569,0.243,42.130,1.609,19.391
2019-11-14,14.444,0.309,39.652,1.565,21.435
2019-11-15,11.250,0.243,40.826,0.455,13.455
2019-11-16,14.028,0.243,41.304,1.130,11.652
2019-11-17,15.556,0.157,62.609,0.682,8.318
2019-11-18,16.528,0.200,40.087,3.263,17.000
2019-11-19,15.903,0.222,46.217,1.316,20.211
2019-11-20,14.167,0.191,46.435,0.652,9.696
2019-11-21,19.931,0.261,65.000,1.087,18.913
2019-11-22,16.190,0.340,46.600,2.900,26.600
2019-11-23,12.014,0.217,58.043,0.391,11.609
2019-11-24,12.222,0.104,50.217,0.348,5.174
2019-11-25,15.347,0.183,52.913,1.174,15.304
2019-11-26,24.931,0.278,59.739,1.652,26.870
2019-11-27,19.028,0.374,32.609,4.364,33.591
2019-11-28,6.667,0.224,37.000,0.063,20.875
2019-11-29,25.347,0.213,46.261,1.652,17.783
2019-11-30,26.806,0.378,60.870,2.870,25.348
2019-12-01,15.347,0.257,51.261,0.435,11.435
2019-12-02,10.694,0.183,39.043,1.810,10.762
2019-12-03,17.083,0.204,28.130,2.783,18.609
2019-12-04,28.125,0.374,45.435,3.348,33.609
2019-12-05,17.708,0.361,23.435,4.864,27.636
2019-12-06,11.458,0.261,36.826,1.130,21.783
2019-12-07,18.264,0.209,62.478,0.909,14.545
2019-12-08,19.028,0.261,67.130,0.609,18.043
2019-12-09,27.255,0.344,47.125,3.600,30.133
2019-12-10,15.000,0.458,26.083,3.273,42.182
2019-12-11,28.403,0.587,34.696,10.652,50.522
2019-12-12,11.587,0.365,28.750,8.316,31.316
2019-12-13,24.097,0.400,38.304,7.391,22.348
2019-12-14,16.458,0.248,54.043,0.435,10.826
2019-12-15,13.194,0.274,45.478,0.455,10.136
2019-12-16,16.597,0.357,47.957,3.364,17.409
2019-12-17,13.194,0.283,53.087,0.826,19.304
2019-12-18,21.667,0.400,7.556,3.111,32.889
2019-12-19,NaN,NaN,NaN,NaN,NaN
2019-12-20,NaN,NaN,NaN,NaN,NaN
2019-12-21,NaN,NaN,NaN,NaN,NaN
2019-12-22,NaN,NaN,NaN,NaN,NaN
2019-12-23,NaN,NaN,NaN,NaN,NaN
2019-12-24,NaN,NaN,NaN,NaN,NaN
2019-12-25,NaN,NaN,NaN,NaN,NaN
2019-12-26,8.788,NaN,NaN,NaN,NaN
2019-12-27,15.435,NaN,NaN,NaN,NaN
2019-12-28,28.333,NaN,NaN,NaN,NaN
2019-12-29,24.861,NaN,NaN,NaN,NaN
2019-12-30,26.736,NaN,NaN,NaN,NaN
2019-12-31,25.208,NaN,NaN,NaN,NaN
2020-01-01,42.847,NaN,NaN,NaN,NaN
2020-01-02,7.708,NaN,NaN,NaN,NaN
2020-01-03,6.528,NaN,NaN,NaN,NaN
2020-01-04,9.583,NaN,NaN,NaN,NaN
2020-01-05,11.458,NaN,NaN,NaN,NaN
2020-01-06,15.278,NaN,52.500,NaN,NaN
2020-01-07,24.514,NaN,43.958,14.957,20.043
2020-01-08,34.167,NaN,31.208,20.833,24.125
2020-01-09,12.917,NaN,25.875,12.500,19.167
2020-01-10,12.174,NaN,35.870,15.174,25.217
2020-01-11,15.972,NaN,29.625,13.208,21.208
2020-01-12,12.083,NaN,30.042,3.250,5.000
2020-01-13,10.903,NaN,36.696,8.304,13.522
2020-01-14,16.181,NaN,45.292,10.167,17.292
2020-01-15,21.111,NaN,59.042,15.875,28.125
2020-01-16,28.889,NaN,37.333,26.750,36.750
2020-01-17,5.278,NaN,35.667,8.750,14.833
2020-01-18,7.917,NaN,28.917,7.625,13.000
2020-01-19,12.778,NaN,33.042,7.208,12.250
2020-01-20,11.597,NaN,34.875,12.583,19.000
2020-01-21,17.464,0.200,49.952,10.950,18.450
2020-01-22,11.667,0.179,39.792,10.750,18.083
2020-01-23,13.056,0.304,23.304,18.304,28.435
2020-01-24,7.391,0.236,29.273,14.773,23.909
2020-01-25,7.500,0.218,41.818,7.909,14.000
2020-01-26,15.903,0.371,51.042,19.083,25.708
2020-01-27,23.264,0.375,65.792,27.667,40.375
2020-01-28,30.417,0.350,57.083,22.625,39.500
2020-01-29,15.833,0.378,67.111,11.765,21.118
2020-01-30,10.069,0.283,32.375,11.208,19.583
2020-01-31,9.167,0.230,22.211,12.211,19.842
2020-02-01,8.542,0.261,30.917,10.542,17.667
2020-02-02,13.333,0.325,39.042,10.167,18.208
2020-02-03,8.889,0.372,29.222,15.778,24.333
2020-02-04,6.597,0.292,38.542,13.375,22.125
2020-02-05,11.597,0.300,41.167,15.208,24.292
2020-02-06,13.125,0.359,39.818,17.773,28.682
2020-02-07,11.528,0.300,35.208,16.500,28.125
2020-02-08,10.764,0.304,37.333,12.458,20.667
2020-02-09,10.000,0.308,33.208,9.792,14.875
2020-02-10,4.375,0.200,29.591,9.667,16.333
2020-02-11,6.875,0.183,32.167,10.917,17.375
2020-02-12,6.875,0.179,31.000,10.667,16.417
2020-02-13,6.944,0.342,33.958,11.833,17.417
2020-02-14,12.847,0.233,59.542,13.250,21.875
2020-02-15,13.611,0.263,53.500,12.292,21.292
2020-02-16,27.870,0.367,87.833,10.111,18.611
2020-02-17,22.292,0.442,58.875,16.750,26.667
2020-02-18,15.764,0.292,50.333,14.500,25.042
2020-02-19,14.097,0.358,42.125,21.542,32.375
2020-02-20,16.319,0.433,33.958,26.833,34.542
2020-02-21,10.833,0.288,38.042,14.167,24.500
2020-02-22,7.083,0.221,32.542,9.833,16.375
2020-02-23,9.653,0.138,52.625,4.458,8.042
2020-02-24,17.153,0.254,60.250,10.667,18.583
2020-02-25,10.347,0.254,40.750,9.000,14.833
2020-02-26,7.536,0.274,17.826,12.913,20.130
2020-02-27,5.556,0.178,40.739,9.435,15.217
2020-02-28,8.125,0.208,27.167,13.167,20.333
2020-02-29,8.627,0.288,35.118,12.294,18.941
2020-03-01,3.750,0.158,38.542,5.208,8.667
2020-03-02,6.736,0.188,37.167,9.292,15.333
2020-03-03,4.028,0.167,33.833,10.458,16.458
2020-03-04,9.306,0.192,31.917,11.417,18.583
2020-03-05,8.889,0.192,26.958,13.667,18.708
2020-03-06,10.903,0.167,48.458,10.083,16.583
2020-03-07,15.347,0.179,59.208,8.000,13.583
2020-03-08,17.130,0.267,60.389,7.889,13.944
2020-03-09,18.750,0.229,66.000,11.500,19.682
2020-03-10,20.556,0.225,79.458,11.542,20.250
2020-03-11,21.181,0.213,73.375,12.083,19.875
2020-03-12,20.139,0.250,77.208,12.875,22.792
2020-03-13,29.167,0.288,80.375,15.417,26.292
2020-03-14,29.722,0.263,103.375,9.542,17.042
2020-03-15,20.347,0.250,58.542,8.333,14.417
2020-03-16,12.101,0.265,50.000,14.130,24.261
2020-03-17,12.843,0.318,73.059,12.706,21.294
2020-03-18,20.714,0.379,79.450,13.000,24.000
2020-03-19,25.000,0.500,48.667,NaN,NaN
2020-03-20,9.917,0.425,43.200,NaN,NaN
2020-03-21,10.507,0.400,56.182,NaN,NaN
2020-03-22,10.000,NaN,60.500,NaN,NaN
2020-03-23,5.069,NaN,53.174,NaN,NaN
2020-03-24,7.536,NaN,45.773,NaN,NaN
2020-03-25,9.167,NaN,53.087,NaN,NaN
2020-03-26,12.179,NaN,31.000,NaN,NaN
2020-03-27,16.889,0.179,NaN,NaN,NaN
2020-03-28,19.375,0.200,75.625,9.313,15.688
2020-03-29,17.014,0.221,49.458,7.125,12.500
2020-03-30,16.288,0.241,61.318,8.409,14.273
2020-03-31,19.063,0.233,71.267,9.467,15.800
2020-04-01,14.653,0.200,53.217,8.304,14.565
2020-04-02,13.750,0.225,58.000,8.696,15.174
2020-04-03,15.972,0.208,55.696,9.652,17.261
2020-04-04,10.303,0.136,65.545,5.217,9.043
2020-04-05,13.819,0.146,63.583,6.458,11.458
2020-04-06,22.083,0.317,59.882,15.882,26.294
2020-04-07,16.181,0.188,60.917,6.750,11.833
2020-04-08,5.139,0.100,45.000,4.667,8.000
2020-04-09,10.797,0.129,67.214,7.214,12.714
2020-04-10,13.148,0.183,77.944,6.389,11.444
2020-04-11,12.500,0.138,64.042,5.250,9.250
2020-04-12,10.278,0.104,61.458,4.083,7.375
2020-04-13,13.472,0.175,56.917,8.625,14.125
2020-04-14,16.377,0.222,34.957,12.565,20.304
2020-04-15,13.125,0.263,38.667,11.625,20.292
2020-04-16,20.463,0.333,58.611,13.444,22.556
