Dados horários fornecidos pelo sistema QUALAR/CETESB, reduzidos para a escala diaria.
Estacao Ibirapuera
variavel, unidade, descricao
date, dia, yyyy-mm-dd
MP10, ug/m3, concentração de material particulado inalável
CO, ppm, concentração de monóxido de carbono
O3, ug/m3, concentração de ozônio
NO, ug/m3, concentração de óxido de nitrogênio
NO2, ug/m3, concentração de dióxido de nitrogênio
Dados faltantes são representados por "NaN".
date,MP10,CO,O3,NO,NO2
2008-07-19,100.455,2.313,37.000,157.174,77.783
2008-07-20,102.174,1.883,45.478,83.609,63.739
2008-07-21,75.875,1.217,38.826,28.957,74.522
2008-07-22,94.522,1.439,28.826,61.739,67.174
2008-07-23,67.286,1.043,25.783,42.826,58.000
2008-07-24,45.958,0.713,21.739,12.522,42.435
2008-07-25,41.083,0.700,24.087,29.391,39.478
2008-07-26,35.542,0.548,43.000,2.696,29.565
2008-07-27,72.250,0.896,38.348,21.696,39.348
2008-07-28,76.304,1.309,28.696,47.130,70.565
2008-07-29,82.409,1.774,25.522,70.217,73.870
2008-07-30,80.167,1.378,29.957,56.609,61.130
2008-07-31,77.583,1.204,24.957,66.043,67.435
2008-08-01,82.583,1.243,24.739,29.217,71.217
2008-08-02,82.042,0.978,24.783,18.391,49.348
2008-08-03,18.125,0.522,27.087,1.522,25.391
2008-08-04,22.625,0.591,26.522,5.261,35.130
2008-08-05,39.208,1.130,19.652,35.826,62.478
2008-08-06,42.000,1.030,19.696,23.043,56.000
2008-08-07,37.875,0.974,22.478,20.130,58.087
2008-08-08,10.583,0.665,13.435,10.652,42.348
2008-08-09,6.583,0.478,29.261,2.652,30.609
2008-08-10,12.500,0.613,29.913,1.783,25.913
2008-08-11,30.875,0.748,37.957,9.000,47.565
2008-08-12,42.125,1.091,27.043,36.043,53.304
2008-08-13,30.917,0.918,21.522,23.348,44.522
2008-08-14,26.458,0.817,20.130,12.739,49.652
2008-08-15,42.833,1.200,18.652,45.261,54.130
2008-08-16,54.167,1.352,33.565,69.043,47.739
2008-08-17,39.833,0.913,33.696,32.391,41.391
2008-08-18,63.600,1.878,37.348,112.087,68.174
2008-08-19,69.278,1.183,43.000,60.261,68.000
2008-08-20,55.174,1.083,40.478,25.522,79.913
2008-08-21,68.318,1.278,40.348,74.304,58.739
2008-08-22,36.333,0.657,58.043,3.957,40.000
2008-08-23,8.792,0.530,30.348,1.870,27.043
2008-08-24,28.292,0.726,43.348,4.957,28.609
2008-08-25,43.458,0.970,34.091,31.636,53.773
2008-08-26,54.700,1.400,39.522,90.609,54.913
2008-08-27,41.167,0.726,36.478,12.783,51.435
2008-08-28,58.125,1.191,36.217,40.000,67.043
2008-08-29,62.500,0.800,44.261,14.565,51.435
2008-08-30,14.957,0.409,36.174,1.217,23.043
2008-08-31,17.917,0.409,42.261,1.043,17.261
2008-09-01,30.708,0.635,38.696,12.739,38.348
2008-09-02,50.708,1.087,41.043,28.870,73.391
2008-09-03,87.190,1.535,39.261,62.217,82.000
2008-09-04,82.304,1.627,41.455,119.773,79.545
2008-09-05,45.000,0.691,54.783,2.957,43.261
2008-09-06,59.042,0.859,46.273,10.909,44.409
2008-09-07,24.708,0.574,40.739,2.739,23.478
2008-09-08,23.417,0.600,24.913,4.870,31.217
2008-09-09,19.625,0.622,23.565,8.783,35.652
2008-09-10,45.042,0.891,38.739,15.261,57.609
2008-09-11,54.667,1.104,41.261,28.348,57.130
2008-09-12,57.250,1.039,47.130,24.739,56.087
2008-09-13,23.167,0.561,46.043,3.261,30.391
2008-09-14,8.000,0.422,31.565,0.783,20.043
2008-09-15,17.958,0.548,25.870,5.652,31.043
2008-09-16,12.667,0.448,29.826,2.957,30.000
2008-09-17,21.042,0.430,38.130,3.783,29.957
2008-09-18,15.375,0.435,36.217,3.870,25.087
2008-09-19,20.292,0.474,36.913,4.174,26.174
2008-09-20,32.167,0.791,26.348,10.348,47.783
2008-09-21,17.458,0.591,32.391,2.565,27.217
2008-09-22,23.042,0.474,38.478,9.217,30.478
2008-09-23,23.083,0.635,30.304,23.174,29.435
2008-09-24,10.125,0.443,31.174,4.391,25.652
2008-09-25,18.250,0.509,35.304,2.826,23.261
2008-09-26,20.083,0.570,33.478,4.870,35.435
2008-09-27,23.625,0.573,34.600,5.933,30.333
2008-09-28,14.200,0.450,46.000,1.500,18.500
2008-09-29,19.875,0.491,39.682,2.636,24.273
2008-09-30,36.542,0.722,23.130,6.957,49.696
2008-10-01,40.208,0.826,38.217,8.435,54.304
2008-10-02,16.208,0.705,44.786,3.450,39.350
2008-10-03,30.583,0.850,59.136,8.727,44.273
2008-10-04,33.708,0.904,43.391,7.652,43.957
2008-10-05,9.958,0.604,38.000,1.783,25.217
2008-10-06,13.458,0.657,25.435,10.826,39.826
2008-10-07,20.833,0.709,18.826,11.304,29.870
2008-10-08,11.957,0.432,33.864,0.000,0.000
2008-10-09,14.833,0.552,28.043,4.833,93.333
2008-10-10,23.542,0.565,36.696,5.609,47.391
2008-10-11,31.667,0.622,47.522,2.087,36.870
2008-10-12,22.958,0.596,27.435,3.565,29.565
2008-10-13,33.875,0.752,41.130,7.682,39.364
2008-10-14,45.739,1.083,56.609,0.000,0.000
2008-10-15,45.000,0.678,84.435,NaN,NaN
2008-10-16,33.542,0.626,78.217,1.773,45.864
2008-10-17,24.208,0.674,44.783,2.087,35.565
2008-10-18,14.696,0.682,27.727,3.000,34.955
2008-10-19,10.818,0.643,29.333,1.429,26.333
2008-10-20,19.167,0.583,39.696,3.000,28.739
2008-10-21,29.375,0.809,52.000,11.348,39.913
2008-10-22,34.042,0.861,36.087,25.000,38.522
2008-10-23,37.083,0.804,54.783,9.391,48.739
2008-10-24,32.917,0.817,62.217,5.174,42.609
2008-10-25,48.250,0.861,54.522,4.696,43.087
2008-10-26,40.083,0.587,68.087,0.957,24.522
2008-10-27,40.083,0.762,36.476,4.857,40.571
2008-10-28,22.417,0.552,34.087,4.043,30.043
2008-10-29,33.625,0.617,41.957,3.565,32.478
2008-10-30,18.792,0.626,46.304,6.000,31.739
2008-10-31,14.875,0.539,33.739,3.130,27.000
2008-11-01,26.958,0.535,42.348,3.217,25.783
2008-11-02,26.583,0.652,36.435,2.826,25.348
2008-11-03,21.125,0.639,35.522,4.000,28.609
2008-11-04,26.708,0.574,50.565,5.000,32.000
2008-11-05,44.500,0.909,52.739,19.087,50.826
2008-11-06,34.292,0.817,23.565,8.609,48.522
2008-11-07,18.667,0.665,35.696,3.304,35.609
2008-11-08,19.458,0.652,39.478,7.739,29.783
2008-11-09,29.292,0.704,61.870,4.682,27.455
2008-11-10,28.250,0.591,45.500,3.182,28.364
2008-11-11,18.042,0.543,32.348,3.435,25.130
2008-11-12,18.583,0.530,30.304,4.478,25.000
2008-11-13,10.375,0.504,31.957,5.478,21.739
2008-11-14,30.708,0.826,31.304,13.609,40.652
2008-11-15,35.458,1.043,50.783,33.783,28.130
2008-11-16,38.125,0.723,47.136,4.500,32.273
2008-11-17,8.375,0.543,23.043,5.174,26.739
2008-11-18,15.792,0.517,33.087,4.739,26.870
2008-11-19,21.542,0.513,26.000,7.348,25.043
2008-11-20,22.542,0.391,32.435,2.609,17.391
2008-11-21,22.458,0.404,35.261,3.235,14.412
2008-11-22,16.417,0.461,32.957,NaN,NaN
2008-11-23,13.500,0.461,41.304,NaN,NaN
2008-11-24,20.833,0.557,34.783,NaN,NaN
2008-11-25,19.458,0.487,31.174,NaN,NaN
2008-11-26,24.625,0.539,44.348,NaN,NaN
2008-11-27,19.958,0.470,30.348,3.000,24.750
2008-11-28,17.250,0.474,32.435,4.609,21.826
2008-11-29,22.625,0.426,39.043,2.217,18.435
2008-11-30,22.333,0.443,50.130,1.000,15.826
2008-12-01,32.333,0.574,49.870,6.087,29.696
2008-12-02,42.333,0.857,31.565,14.522,52.696
2008-12-03,15.458,0.465,32.130,4.261,22.435
2008-12-04,21.667,0.400,35.783,3.957,18.565
2008-12-05,31.167,0.496,40.870,6.043,26.348
2008-12-06,40.708,0.530,52.478,3.261,26.957
2008-12-07,39.458,0.504,62.261,1.217,21.000
2008-12-08,38.458,0.587,56.174,5.565,36.261
2008-12-09,59.913,0.823,59.136,22.100,53.500
2008-12-10,54.542,0.778,49.478,8.652,49.348
2008-12-11,19.542,0.739,23.522,7.391,42.087
2008-12-12,16.333,0.448,27.304,4.391,21.304
2008-12-13,17.125,0.400,29.957,2.652,15.870
2008-12-14,13.958,0.443,27.652,1.957,15.043
2008-12-15,17.792,0.557,26.435,6.348,24.261
2008-12-16,16.167,0.557,19.087,6.957,25.565
2008-12-17,17.583,0.617,35.174,8.000,29.957
2008-12-18,13.417,0.517,22.000,6.826,25.217
2008-12-19,26.583,0.657,22.435,9.522,30.696
2008-12-20,21.583,0.635,30.087,5.000,27.435
2008-12-21,14.792,0.630,36.783,1.870,28.000
2008-12-22,22.500,0.817,29.348,11.565,43.391
2008-12-23,33.042,0.748,49.522,7.000,38.000
2008-12-24,19.792,0.622,53.130,9.696,25.217
2008-12-25,13.500,0.570,46.826,0.565,19.913
2008-12-26,7.708,0.422,34.174,2.391,15.913
2008-12-27,22.833,0.457,24.304,2.739,20.087
2008-12-28,22.542,0.474,53.522,1.217,16.957
2008-12-29,20.583,0.578,42.696,10.913,27.652
2008-12-30,23.333,0.600,40.957,6.130,25.565
2008-12-31,22.167,0.530,64.696,1.652,19.652
2009-01-01,26.083,0.548,41.043,0.652,16.478
2009-01-02,13.458,0.565,27.043,1.783,23.870
2009-01-03,8.542,0.457,23.957,1.391,18.043
2009-01-04,5.000,0.322,26.130,1.261,9.261
2009-01-05,10.458,0.400,20.043,4.696,18.261
2009-01-06,17.625,0.414,24.682,4.545,20.818
2009-01-07,19.125,0.461,43.348,3.435,25.870
2009-01-08,32.292,0.643,53.087,5.522,35.391
2009-01-09,38.167,0.600,70.870,2.391,32.609
2009-01-10,20.083,0.509,50.087,1.739,22.870
2009-01-11,28.708,0.557,29.435,2.609,21.043
2009-01-12,33.667,0.704,42.609,6.261,28.696
2009-01-13,39.833,0.774,47.522,11.304,43.913
2009-01-14,21.792,0.709,29.391,14.522,36.826
2009-01-15,17.417,0.578,29.087,5.957,31.174
2009-01-16,24.583,0.691,32.000,9.870,36.087
2009-01-17,10.083,0.513,24.826,1.478,22.783
2009-01-18,10.500,0.470,29.957,1.043,13.652
2009-01-19,17.792,0.543,37.087,2.522,26.565
2009-01-20,22.500,0.639,19.304,5.261,32.435
2009-01-21,5.625,0.457,23.043,4.174,17.391
2009-01-22,9.958,0.417,20.391,5.087,18.000
2009-01-23,14.417,0.465,20.130,5.435,18.348
2009-01-24,14.208,0.504,24.130,3.348,19.174
2009-01-25,16.417,0.513,33.652,2.000,16.391
2009-01-26,17.375,0.783,21.391,18.304,36.000
2009-01-27,18.750,0.735,13.609,12.913,33.696
2009-01-28,11.833,0.635,15.652,11.826,28.478
2009-01-29,13.000,0.530,22.522,5.348,25.087
2009-01-30,16.833,0.574,18.217,5.957,25.609
2009-01-31,14.042,0.478,32.391,2.174,19.130
2009-02-01,25.500,0.548,47.174,2.870,20.609
2009-02-02,36.542,0.583,51.087,2.217,28.522
2009-02-03,22.542,0.573,48.818,3.136,27.955
2009-02-04,13.333,0.583,35.043,6.348,29.696
2009-02-05,17.792,0.604,25.174,7.652,30.522
2009-02-06,30.458,0.678,49.261,6.087,34.000
2009-02-07,34.333,0.765,51.217,4.435,35.826
2009-02-08,27.958,0.717,39.304,2.565,33.043
2009-02-09,23.375,0.748,35.783,11.261,37.696
2009-02-10,28.583,0.609,46.174,3.391,25.565
2009-02-11,16.750,0.583,29.696,6.348,27.783
2009-02-12,16.000,0.522,26.696,5.652,25.609
2009-02-13,16.375,0.530,24.217,5.348,27.957
2009-02-14,24.625,0.617,18.826,5.826,29.043
2009-02-15,8.750,0.543,30.261,1.957,21.652
2009-02-16,25.125,0.835,31.217,14.174,41.130
2009-02-17,38.875,0.861,36.957,17.870,38.696
2009-02-18,37.000,0.722,48.696,8.609,36.130
2009-02-19,33.208,0.548,53.522,3.261,29.304
2009-02-20,42.292,0.661,52.957,3.304,36.957
2009-02-21,53.125,1.070,43.435,24.043,45.609
2009-02-22,50.083,0.835,69.739,5.609,33.783
2009-02-23,34.708,0.665,48.435,4.522,32.130
2009-02-24,17.000,0.491,39.435,0.304,18.565
2009-02-25,20.000,0.687,31.739,8.435,35.304
2009-02-26,NaN,0.817,26.391,11.000,43.391
2009-02-27,NaN,0.691,35.043,11.174,31.739
2009-02-28,NaN,0.848,67.609,22.348,27.304
2009-03-01,NaN,0.655,59.783,0.348,23.130
2009-03-02,NaN,0.796,58.913,4.913,38.087
2009-03-03,NaN,0.870,39.826,7.957,45.826
2009-03-04,32.000,0.613,51.870,3.043,25.739
2009-03-05,48.667,0.900,55.130,13.739,45.304
2009-03-06,39.458,0.839,41.174,18.870,46.957
2009-03-07,22.625,0.535,35.478,2.348,21.174
2009-03-08,27.000,0.605,49.348,1.696,21.783
2009-03-09,20.083,0.743,36.727,9.409,38.909
2009-03-10,18.625,0.568,46.091,3.818,28.727
2009-03-11,25.375,0.787,27.957,10.261,46.043
2009-03-12,16.000,0.604,32.609,4.391,33.391
2009-03-13,14.958,0.670,24.391,11.000,30.478
2009-03-14,18.667,0.648,32.174,8.043,28.522
2009-03-15,25.500,0.645,48.952,5.182,26.273
2009-03-16,28.875,0.565,50.565,2.783,27.957
2009-03-17,21.125,0.717,37.261,17.478,35.217
2009-03-18,24.208,0.896,32.261,41.043,32.826
2009-03-19,15.667,0.539,35.913,3.739,24.348
2009-03-20,24.208,0.543,32.783,6.174,29.652
2009-03-21,26.375,0.704,20.696,9.174,38.870
2009-03-22,26.333,0.665,28.478,6.652,29.522
2009-03-23,19.958,0.548,35.739,5.391,25.826
2009-03-24,15.667,0.483,29.391,4.652,23.565
2009-03-25,22.000,0.474,38.913,4.304,23.174
2009-03-26,25.083,0.513,37.348,5.087,27.826
2009-03-27,33.792,0.587,46.739,3.391,34.696
2009-03-28,28.750,0.700,27.913,7.130,37.913
2009-03-29,26.792,0.730,44.304,6.696,27.348
2009-03-30,21.083,0.574,43.087,5.696,27.870
2009-03-31,23.292,0.578,51.087,7.304,31.304
2009-04-01,17.375,0.513,24.261,10.348,24.652
2009-04-02,19.542,0.487,36.696,3.957,24.174
2009-04-03,19.625,0.487,29.870,4.217,22.957
2009-04-04,31.125,0.604,36.261,4.304,33.261
2009-04-05,27.667,0.639,37.391,3.957,26.304
2009-04-06,24.625,0.748,29.783,5.478,38.174
2009-04-07,24.000,0.661,35.870,6.304,35.565
2009-04-08,14.958,0.509,29.739,6.130,25.609
2009-04-09,25.292,0.643,45.478,6.304,36.130
2009-04-10,37.583,0.804,36.565,29.913,25.609
2009-04-11,33.125,0.496,54.739,2.087,25.783
2009-04-12,31.667,0.504,42.522,1.130,20.826
2009-04-13,32.500,0.883,21.043,16.261,43.783
2009-04-14,20.417,0.822,19.043,21.565,39.000
2009-04-15,23.917,0.796,33.826,17.435,29.652
2009-04-16,20.250,0.439,29.739,6.000,26.348
2009-04-17,24.875,0.535,46.652,4.913,36.130
2009-04-18,28.909,0.630,51.826,6.304,38.783
2009-04-19,47.333,0.996,44.348,30.174,37.957
2009-04-20,34.292,0.713,45.522,7.696,32.391
2009-04-21,12.417,0.382,39.909,0.636,15.818
2009-04-22,30.333,0.923,32.000,12.385,47.231
2009-04-23,26.792,0.865,24.957,25.870,42.000
2009-04-24,14.458,0.630,19.217,15.696,34.174
2009-04-25,13.833,0.583,37.391,3.826,32.348
2009-04-26,11.167,0.530,31.783,10.696,19.348
2009-04-27,11.583,0.500,30.696,5.304,26.217
2009-04-28,19.750,0.526,33.217,6.000,33.087
2009-04-29,31.833,0.683,33.348,11.652,45.783
2009-04-30,43.857,1.126,32.304,66.609,45.087
2009-05-01,23.208,0.426,46.261,1.304,18.913
2009-05-02,18.875,0.439,40.826,1.609,20.783
2009-05-03,22.708,0.443,43.000,1.261,18.304
2009-05-04,32.625,0.713,21.609,20.652,42.739
2009-05-05,29.667,0.726,27.565,28.043,39.826
2009-05-06,36.091,0.900,32.174,40.130,49.913
2009-05-07,39.625,0.674,42.391,10.696,45.652
2009-05-08,53.500,1.000,33.478,18.043,58.739
2009-05-09,57.542,0.991,39.130,12.348,58.435
2009-05-10,31.375,0.852,44.478,3.000,40.913
2009-05-11,42.625,1.000,31.478,16.826,55.348
2009-05-12,60.850,1.443,31.130,67.348,61.870
2009-05-13,50.348,1.235,34.217,36.043,69.348
2009-05-14,46.619,0.991,34.609,34.391,48.739
2009-05-15,12.130,0.627,15.826,11.609,31.957
2009-05-16,14.333,0.404,38.348,1.870,22.478
2009-05-17,20.958,0.517,36.870,1.565,26.043
2009-05-18,38.458,0.887,35.826,19.304,49.000
2009-05-19,47.125,0.972,21.222,37.353,47.824
2009-05-20,23.042,0.624,15.053,5.600,37.700
2009-05-21,29.000,0.859,29.273,22.550,40.750
2009-05-22,35.542,0.965,35.391,18.217,50.652
2009-05-23,37.750,1.030,33.000,29.261,43.913
2009-05-24,42.000,1.239,31.609,36.522,44.435
2009-05-25,48.167,1.757,21.348,81.957,51.043
2009-05-26,27.542,0.817,16.217,21.130,40.043
2009-05-27,33.000,1.409,5.826,55.913,64.609
2009-05-28,39.708,1.065,9.217,23.304,61.130
2009-05-29,8.375,0.557,21.000,4.818,32.727
2009-05-30,16.917,0.665,21.043,5.783,33.565
2009-05-31,23.625,0.748,21.130,14.913,23.739
2009-06-01,11.833,0.422,18.913,6.261,21.391
2009-06-02,18.542,0.557,18.130,23.478,32.609
2009-06-03,26.917,0.761,23.391,28.783,38.783
2009-06-04,33.583,1.539,23.261,85.826,56.826
2009-06-05,72.292,3.383,18.304,268.348,71.609
2009-06-06,31.375,0.809,44.174,14.565,35.957
2009-06-07,27.292,0.509,46.435,1.217,23.130
2009-06-08,30.083,0.848,31.826,18.087,42.130
2009-06-09,37.087,1.165,27.522,43.174,53.652
2009-06-10,36.864,1.565,6.783,81.130,54.261
2009-06-11,12.333,0.852,20.391,23.043,34.478
2009-06-12,10.417,0.604,24.957,5.304,33.652
2009-06-13,15.833,0.683,29.826,16.478,30.609
2009-06-14,13.625,0.470,45.043,2.348,20.348
2009-06-15,26.000,0.943,27.739,27.261,43.304
2009-06-16,37.652,1.278,11.435,57.696,53.435
2009-06-17,29.478,0.874,20.652,28.783,39.435
2009-06-18,31.870,1.126,23.652,61.783,54.435
2009-06-19,34.783,0.765,33.609,10.087,52.217
2009-06-20,38.417,0.800,41.304,4.261,48.696
2009-06-21,43.958,0.948,45.435,9.435,40.783
2009-06-22,46.167,1.417,28.087,48.043,68.261
2009-06-23,61.095,1.496,27.696,77.696,66.652
2009-06-24,35.667,0.848,26.043,17.043,49.913
2009-06-25,26.458,0.948,12.087,22.478,47.130
2009-06-26,9.375,0.622,22.739,7.826,33.652
2009-06-27,16.333,0.700,23.913,5.391,35.174
2009-06-28,16.250,0.800,21.957,12.913,30.696
2009-06-29,29.417,1.039,26.478,30.043,49.348
2009-06-30,32.957,1.226,16.478,48.913,50.304
2009-07-01,28.409,1.348,17.826,66.435,46.565
2009-07-02,26.958,1.417,6.217,79.087,43.652
2009-07-03,33.391,1.357,10.435,61.391,45.435
2009-07-04,29.826,0.774,32.913,6.348,36.913
2009-07-05,20.125,0.591,40.000,1.174,25.087
2009-07-06,35.417,0.961,31.261,22.087,44.348
2009-07-07,39.458,1.126,24.870,42.217,57.348
2009-07-08,43.591,1.470,25.348,72.217,59.478
2009-07-09,44.783,1.204,32.130,44.870,37.478
2009-07-10,36.375,1.200,11.435,34.087,45.826
2009-07-11,14.750,0.883,12.391,22.870,39.174
2009-07-12,9.000,0.452,41.652,3.174,17.826
2009-07-13,30.042,1.235,19.174,51.087,55.435
2009-07-14,31.000,1.148,29.478,65.261,46.522
2009-07-15,18.652,0.674,28.435,6.652,35.435
2009-07-16,36.125,1.004,27.565,29.826,48.478
2009-07-17,36.087,1.183,27.000,42.000,54.478
2009-07-18,47.150,1.622,25.435,93.087,52.783
2009-07-19,6.875,0.461,43.000,1.000,17.261
2009-07-20,12.875,0.587,28.304,6.609,36.348
2009-07-21,28.333,0.800,25.609,11.478,49.261
2009-07-22,36.500,0.857,29.174,13.783,44.304
2009-07-23,31.417,0.935,16.565,16.261,47.000
2009-07-24,8.500,0.678,17.522,10.304,38.957
2009-07-25,12.292,0.826,14.348,13.478,44.174
2009-07-26,24.458,1.139,13.696,31.478,41.391
2009-07-27,32.913,1.630,7.913,79.957,53.217
2009-07-28,37.895,1.504,10.435,79.348,44.261
2009-07-29,22.625,1.200,6.826,49.348,50.652
2009-07-30,13.625,0.622,18.565,8.000,42.565
2009-07-31,14.000,0.774,23.348,9.783,40.652
2009-08-01,29.542,0.861,23.565,8.609,39.652
2009-08-02,28.786,0.962,15.692,10.615,39.231
2009-08-03,31.778,1.078,28.111,25.222,53.222
2009-08-04,34.333,0.791,26.045,11.864,49.591
2009-08-05,36.167,0.835,36.435,11.043,53.391
2009-08-06,42.273,0.943,42.609,19.609,50.609
2009-08-07,31.875,1.178,53.087,23.783,39.609
2009-08-08,51.625,1.078,41.130,25.545,54.000
2009-08-09,55.889,1.796,43.261,NaN,NaN
2009-08-10,42.125,0.900,35.652,NaN,NaN
2009-08-11,12.917,0.517,44.391,3.955,56.409
2009-08-12,26.208,0.570,43.826,2.348,39.957
2009-08-13,42.217,1.096,42.261,36.174,59.087
2009-08-14,47.261,1.139,38.087,27.739,72.000
2009-08-15,42.208,0.826,36.783,14.217,54.043
2009-08-16,45.708,0.674,42.174,2.217,34.304
2009-08-17,39.182,0.930,42.348,21.435,51.174
2009-08-18,23.125,0.965,19.783,16.043,56.261
2009-08-19,11.417,0.600,31.565,4.130,38.304
2009-08-20,11.417,0.600,30.652,2.522,34.435
2009-08-21,9.417,0.457,35.957,3.174,30.087
2009-08-22,12.042,0.478,38.043,2.000,27.391
2009-08-23,17.375,0.870,23.957,12.348,36.826
2009-08-24,15.625,0.787,18.348,12.870,38.696
2009-08-25,11.000,0.604,30.783,6.130,35.870
2009-08-26,18.792,0.630,33.435,7.000,36.522
2009-08-27,32.583,0.813,43.000,11.913,57.174
2009-08-28,46.000,1.448,45.478,58.435,84.957
2009-08-29,39.000,1.004,47.348,18.870,63.000
2009-08-30,43.917,0.857,60.609,5.130,40.478
2009-08-31,43.227,1.070,45.000,17.174,67.304
2009-09-01,59.292,1.617,39.783,84.696,86.739
2009-09-02,62.417,2.200,52.391,73.913,84.696
2009-09-03,47.542,NaN,46.217,14.913,61.391
2009-09-04,17.958,NaN,15.739,16.826,46.957
2009-09-05,30.042,NaN,38.304,35.348,39.565
2009-09-06,25.458,NaN,24.609,7.957,48.435
2009-09-07,21.917,NaN,51.478,6.696,29.087
2009-09-08,18.417,NaN,10.957,28.261,57.870
2009-09-09,16.792,NaN,16.435,20.217,50.087
2009-09-10,21.375,NaN,28.739,15.043,41.087
2009-09-11,18.375,0.575,40.522,4.739,38.348
2009-09-12,34.792,0.883,42.609,18.304,43.087
2009-09-13,38.500,1.065,47.826,28.043,32.652
2009-09-14,8.667,0.657,23.696,10.522,37.043
2009-09-15,15.208,0.613,23.261,7.174,34.652
2009-09-16,32.875,0.670,54.609,4.000,43.130
2009-09-17,31.625,0.739,34.304,5.478,42.478
2009-09-18,22.833,0.629,51.412,2.500,35.875
2009-09-19,20.875,0.635,60.130,0.783,35.130
2009-09-20,16.667,0.696,42.957,0.870,25.000
2009-09-21,14.333,0.783,22.043,5.652,38.478
2009-09-22,31.609,1.274,10.174,54.391,58.478
2009-09-23,18.261,0.922,23.957,29.348,40.739
2009-09-24,7.750,0.509,31.565,5.000,31.304
2009-09-25,18.250,0.565,35.652,4.913,32.478
2009-09-26,37.500,0.826,51.913,9.000,43.304
2009-09-27,51.300,0.787,45.565,10.783,28.870
2009-09-28,26.125,0.774,38.435,11.609,35.391
2009-09-29,8.042,0.587,28.478,4.957,30.435
2009-09-30,6.500,0.461,33.174,5.130,28.304
2009-10-01,20.708,0.626,30.043,11.000,31.391
2009-10-02,35.636,0.970,53.478,15.217,57.348
2009-10-03,24.130,0.674,48.696,2.870,34.478
2009-10-04,22.500,0.704,45.478,1.478,29.696
2009-10-05,30.583,0.900,51.130,20.783,38.435
2009-10-06,45.550,1.357,53.087,39.130,65.565
2009-10-07,16.208,0.686,36.091,5.727,40.045
2009-10-08,5.708,0.574,35.348,3.913,32.739
2009-10-09,19.000,0.517,33.174,4.478,32.696
2009-10-10,15.292,0.557,38.304,2.870,27.043
2009-10-11,21.875,0.726,52.087,5.174,25.435
2009-10-12,26.917,0.865,33.217,8.522,28.304
2009-10-13,16.826,0.709,29.565,7.913,32.348
2009-10-14,38.773,0.887,43.565,11.348,51.565
2009-10-15,27.375,1.113,24.348,31.783,47.087
2009-10-16,9.250,0.596,46.130,2.043,28.000
2009-10-17,11.333,0.813,19.217,7.957,38.217
2009-10-18,12.261,0.759,44.318,5.682,27.273
2009-10-19,14.333,0.804,43.565,10.478,34.913
2009-10-20,19.750,0.822,37.609,14.304,40.087
2009-10-21,24.909,0.778,52.043,8.391,40.261
2009-10-22,16.273,0.626,43.130,3.522,34.652
2009-10-23,18.125,0.591,58.130,3.087,32.174
2009-10-24,30.333,0.635,80.696,2.565,34.304
2009-10-25,36.000,0.835,52.913,4.087,40.609
2009-10-26,25.917,0.848,56.130,10.174,53.348
2009-10-27,7.042,0.535,29.739,4.000,31.870
2009-10-28,10.625,0.483,29.435,4.870,28.087
2009-10-29,6.625,0.500,29.273,5.304,25.783
2009-10-30,18.125,0.561,43.783,4.435,29.000
2009-10-31,26.292,0.557,68.826,1.217,24.130
2009-11-01,25.750,0.565,76.478,0.217,18.522
2009-11-02,28.667,0.600,69.217,1.043,22.826
2009-11-03,26.043,0.665,56.217,10.304,38.522
2009-11-04,41.045,0.952,68.522,30.478,53.043
2009-11-05,39.571,0.709,47.478,2.391,40.652
2009-11-06,14.591,0.600,51.565,2.087,27.174
2009-11-07,23.917,0.570,61.826,0.478,24.957
2009-11-08,12.292,0.500,51.478,0.130,16.957
2009-11-09,7.708,0.587,35.522,3.565,27.783
2009-11-10,22.391,0.641,62.136,3.182,31.318
2009-11-11,22.143,NaN,30.714,1.714,32.571
2009-11-12,32.091,NaN,49.000,4.190,28.048
2009-11-13,23.625,0.724,53.957,1.870,27.826
2009-11-14,26.783,0.678,46.913,3.130,23.957
2009-11-15,29.625,0.913,33.609,6.130,30.913
2009-11-16,9.625,0.480,41.000,7.682,27.591
2009-11-17,18.250,0.504,42.565,2.957,23.130
2009-11-18,27.625,0.691,55.913,5.000,38.182
2009-11-19,29.000,0.735,44.565,8.087,39.217
2009-11-20,28.625,0.717,54.087,4.609,25.913
2009-11-21,24.708,0.704,38.870,5.565,31.174
2009-11-22,21.083,0.935,23.217,14.261,31.043
2009-11-23,13.542,0.891,14.913,15.500,44.833
2009-11-24,16.550,0.926,20.174,74.000,55.000
2009-11-25,25.667,0.922,29.000,NaN,NaN
2009-11-26,12.250,0.826,51.391,NaN,NaN
2009-11-27,12.333,0.761,55.478,NaN,NaN
2009-11-28,2.278,0.578,50.087,NaN,NaN
2009-11-29,5.125,0.613,47.652,NaN,NaN
2009-11-30,16.708,0.774,43.261,NaN,NaN
2009-12-01,20.105,0.922,33.261,NaN,NaN
2009-12-02,16.875,0.926,48.783,6.333,60.333
2009-12-03,NaN,0.691,50.522,5.609,33.913
2009-12-04,21.600,0.500,42.273,4.000,30.000
2009-12-05,15.125,0.404,37.739,4.500,20.500
2009-12-06,20.375,0.526,48.609,2.739,21.174
2009-12-07,15.333,0.717,25.000,7.692,32.154
2009-12-08,6.917,0.661,22.522,17.261,26.000
2009-12-09,15.958,0.500,24.043,10.652,26.696
2009-12-10,18.333,0.609,34.609,9.826,29.913
