Dados diarios fornecidos pela estacao meteorologica do IAG/USP
variavel, unidade, descricao
data, dia, yyyy-mm-dd
TempMed, oC, temperatura media diaria
TempMax, oC, temperatura maxima diaria
TempMin, oC, temperatura minima diaria
URMed, %, umidade relativa media diaria
URMin, %, umidade relativa minima diaria
VV, km/h, velocidade do vento media diaria
Rad, W/m2, irradiação solar global
Press, mbar, pressão atmosférica na superfície media diaria
Precip, mm/dia, acumulado diario de precipitacao
data,TempMed,TempMax,TempMin,URMed,URMin,VV,Rad,Press,Precip
2005-01-01,22.34583333,28,18.5,76.58333333,59,6.041666667,28.08123013,925.3989542,0
2005-01-02,22.70416667,28.5,17.8,76.375,57,6.125,28.15966673,925.9694247,0
2005-01-03,22.7,30,18.1,76.29166667,42,6.458333333,20.84331484,924.6334417,48.9
2005-01-04,20.97916667,24.2,18.9,91.29166667,74,8.166666667,11.46030887,922.2056779,12.4
2005-01-05,22.02083333,25.3,19.5,85.5,74,9,12.89081563,920.8376525,36.4
2005-01-06,23.87916667,28.3,21,77.16666667,59,9.208333333,17.50111694,922.3976319,0
2005-01-07,24.34583333,30.2,20.8,78.66666667,55,6.625,20.44139533,924.0031669,0
2005-01-08,24.15,30,20.2,80.58333333,60,5.625,22.02987264,923.0987223,0
2005-01-09,25.11666667,31.4,20.4,77.95833333,51,6.958333333,26.71791873,920.6999486,1.9
2005-01-10,25.2625,30.7,20.8,74.625,52,7.708333333,22.26512471,919.6639905,4.8
2005-01-11,21.97083333,25,20.5,94.20833333,81,3.375,5.812647953,920.757263,48.1
2005-01-12,20.4125,24,18.1,91.25,78,6.791666667,13.59975121,922.1983257,30.3
2005-01-13,21.17083333,28.6,17.2,77.125,56,5.333333333,27.02688884,921.6892988,0
2005-01-14,21.15,27.8,15.4,78.41666667,57,5.166666667,27.81877354,920.1695751,0
2005-01-15,26.11666667,33,19,65.875,42,8.25,28.61033461,917.9854912,0
2005-01-16,23.87916667,29.3,19.1,81.5,59,8.875,11.37026651,918.8195077,15.9
2005-01-17,20.25833333,22.4,18.7,93.41666667,84,4.041666667,7.000676382,920.3546706,4.2
2005-01-18,21.425,23.9,19.8,93.41666667,86,2.875,8.508722361,920.0558259,1.1
2005-01-19,23.02083333,25.7,20.1,86.04166667,73,5.083333333,10.88977338,919.7044827,1.4
2005-01-20,21.93333333,22.8,19.9,92.25,89,8.875,7.712618106,919.2934022,25.9
2005-01-21,21.26666667,25.2,19.7,93.375,77,5.5,10.25176494,922.7525686,52.8
2005-01-22,22.00833333,27.9,20,91.95833333,75,3.708333333,13.18693917,925.1686367,55.8
2005-01-23,23.1625,29.5,19.1,84.91666667,60,4.166666667,16.83532158,923.7351259,0
2005-01-24,23.4375,28.7,21,86.70833333,65,4.583333333,14.13489377,921.2077223,5.3
2005-01-25,22.025,26.6,18,88.625,69,10.58333333,13.89450272,918.8608204,18.5
2005-01-26,16.89583333,18.9,15.4,92.91666667,89,8,8.498579259,925.598269,11.9
2005-01-27,17,18.7,15.2,90.70833333,82,8.583333333,6.831715839,927.9394677,7.1
2005-01-28,19.29166667,22.4,16.6,90,80,7,9.922523895,925.9748571,0.3
2005-01-29,20.225,22.6,18.4,89.54166667,82,6.583333333,6.194928267,923.6132366,0.1
2005-01-30,21.09583333,26.3,18.8,83.25,71,7.291666667,19.58708307,923.4507127,0
2005-01-31,21.43333333,26.8,17.9,80.58333333,57,9.541666667,28.29838781,924.0487981,1.3
2005-02-01,20.4125,24.9,17.7,86.83333333,69,9.416666667,16.72649572,922.3398687,1.9
2005-02-02,21.34166667,26.5,18.3,87.08333333,69,5.875,20.36547017,922.9478177,1.4
2005-02-03,21.09166667,25.4,18.3,87.33333333,72,5.833333333,17.82677959,926.5305358,8.1
2005-02-04,19.90416667,23.7,17.2,90.45833333,80,6.083333333,11.72728993,928.9876454,0.5
2005-02-05,18.73333333,22.8,15.9,89.08333333,79,5.791666667,12.43636261,929.5355813,1.6
2005-02-06,19.14583333,24.2,15.7,79.41666667,58,8.416666667,25.09053798,929.2897492,0
2005-02-07,18.64583333,23.9,13.6,75.625,58,8.416666667,27.4558551,928.3033626,0
2005-02-08,18.91666667,24.8,14.4,71.83333333,46,8.956521739,28.55446471,928.0948346,0
2005-02-09,19.875,26.7,15,71.08333333,47,8,28.46652284,926.8506429,0
2005-02-10,21.21666667,29.3,15.4,68.375,36,6.333333333,25.05982753,922.5456074,0
2005-02-11,22.1875,28.9,14.9,66.29166667,37,8.208333333,23.39279542,918.7715415,27.2
2005-02-12,20.47083333,28.3,16.5,83.95833333,51,5.666666667,20.22644898,918.1859563,6.4
2005-02-13,20.125,26.6,16.1,85.70833333,62,4.041666667,21.87681177,919.7687695,7.7
2005-02-14,19.64583333,26.2,14.7,82,57,5.833333333,23.36792121,920.3148189,0
2005-02-15,19.83333333,26.3,15.8,83.04166667,65,5.666666667,19.57335252,919.9772263,0
2005-02-16,21.64583333,28.2,16.2,73.5,48,5.25,26.74010837,921.2099609,0
2005-02-17,22.29166667,30,17,79.41666667,46,7.291666667,20.50364831,923.789843,2.2
2005-02-18,22.875,30.4,17.2,80.41666667,52,5.083333333,21.75560946,924.4762891,0
2005-02-19,22.5,27.8,19.1,83.33333333,64,4.625,16.86451879,924.60404,0
2005-02-20,21.67083333,27.6,18.3,79.25,58,5.875,24.96387979,924.82735,0
2005-02-21,20.6875,27.2,15.6,76.04166667,52,5,24.40202327,923.7303688,0
2005-02-22,23.45,32.4,15.7,68.75,32,4.541666667,25.0985167,921.7401006,0
2005-02-23,24.37083333,31.9,20.3,77.41666667,45,4.833333333,15.57662301,923.62496,0.4
2005-02-24,23.96666667,30.2,21,81.66666667,58,4.416666667,17.14029642,925.4468942,0
2005-02-25,23.57916667,30.1,20.8,82.66666667,50,3.625,14.69781008,923.1012268,9.5
2005-02-26,22.80833333,26.2,20.2,82.66666667,66,7.708333333,13.35630712,920.4174908,2
2005-02-27,23.09583333,26.7,20.6,83.5,71,8.083333333,14.21224268,920.8750455,10.1
2005-02-28,24.07083333,30.1,19.6,77.04166667,54,5.916666667,22.12252196,923.0714436,0
2005-03-01,21.22916667,25.6,18,85,65,6.583333333,17.09608085,925.8120263,2.1
2005-03-02,18.40416667,20.1,16.8,88.70833333,84,7.625,7.846488509,927.4354495,0.5
2005-03-03,17.60416667,19.6,15.2,87.625,80,6.791666667,6.746503283,928.0764566,0
2005-03-04,18.70416667,24.4,16.4,85.25,64,6.375,13.78209906,927.107341,0
2005-03-05,19.4875,24.3,16.7,80.58333333,61,6.416666667,20.34015885,927.6658018,0
2005-03-06,19.92916667,24.1,17.1,86.08333333,72,5.125,15.56255999,926.3201596,0
2005-03-07,21.42083333,27.8,17.6,82.79166667,57,5.958333333,19.9250565,925.2757412,0.2
2005-03-08,22.74166667,31.3,17.4,79.83333333,44,5.958333333,21.55104197,924.7743606,0
2005-03-09,24.58333333,32.6,18.2,65.70833333,31,5,23.87641671,923.1961627,0
2005-03-10,23.44583333,32.7,17.8,73.08333333,29,3.333333333,21.52326918,922.9580201,0
2005-03-11,24.40833333,31.6,19.6,73.75,45,3.458333333,16.99270918,923.2830556,0.3
2005-03-12,24.39583333,31.6,18.5,73.66666667,43,3.75,16.74786729,923.2862329,0
2005-03-13,25.24166667,31.4,17.6,66,43,6.583333333,20.0801247,921.5010336,0
2005-03-14,24.42083333,29.8,20.8,78.83333333,58,9.833333333,15.32615007,919.0854266,11.6
2005-03-15,22.37916667,26,20.1,92.54166667,78,6.375,7.705753777,920.4999195,36.6
2005-03-16,21.92083333,24.6,19.5,86.04166667,76,9.708333333,10.80406936,923.0539879,11.7
2005-03-17,22.925,28.8,20.1,84.91666667,60,5.375,14.59552208,923.6428361,13.2
2005-03-18,22.55833333,26.7,20.1,87.66666667,70,4.583333333,12.18301644,923.1356645,7.6
2005-03-19,22.30416667,28,18.1,83.75,65,5.166666667,18.75446983,923.7018105,0
2005-03-20,22.9125,29.5,17.2,82.16666667,53,4.666666667,18.58550368,924.2732083,0.4
2005-03-21,22.975,26.4,20.8,84.83333333,64,4.791666667,10.99607916,925.0520572,0.9
2005-03-22,22.82916667,26.3,20.5,84.45833333,69,6.208333333,13.15020731,925.2713559,0.5
2005-03-23,23.64166667,29.9,19.5,83.25,57,4.708333333,14.45184709,926.0942691,0.1
2005-03-24,20.55,22.8,18.7,93.08333333,86,6,8.734154371,926.9252908,11.6
2005-03-25,18.75833333,21.1,16.9,89.16666667,77,6,9.574750421,927.6752953,2.4
2005-03-26,18.3125,22,16,89.33333333,73,4.125,7.87342049,926.6985986,1
2005-03-27,19.675,24.2,16.4,84.20833333,67,6.791666667,12.48215736,926.3870782,0
2005-03-28,20.22916667,25.1,16.3,83.70833333,67,5.75,16.23759487,926.2245991,0
2005-03-29,22.04166667,29.4,17.7,79.04166667,49,6.791666667,18.98823271,925.1272278,0
2005-03-30,22.09583333,29.7,17.8,82.625,48,4.958333333,12.83443369,926.0218967,2.8
2005-03-31,21.94166667,28.2,18.1,82.54166667,55,4.375,17.65259229,926.4089473,0
2005-04-01,23.70833333,30.6,19.8,79.20833333,49,5.166666667,17.94361091,925.7852068,7.2
2005-04-02,24.75833333,30.8,20,72.83333333,47,6.708333333,19.6877807,925.3187699,0.1
2005-04-03,25.5125,31.8,19.6,71.70833333,43,5.375,20.20550667,925.3377944,0
2005-04-04,22.19166667,28.4,19.3,89.41666667,66,6.333333333,8.807096662,927.2747524,49.6
2005-04-05,20.4875,22.6,18.7,92.5,85,6,6.891637724,929.2787836,0.1
2005-04-06,23.50416667,28.6,20.5,85.58333333,65,5.916666667,15.95800348,928.8265243,0
2005-04-07,24.54166667,31.4,20.8,78.5,49,6.708333333,18.76176378,926.5298835,0.6
2005-04-08,24.58333333,30.6,20.4,81.04166667,48,4.666666667,11.36317736,926.7522652,0
2005-04-09,22.84583333,27,20.7,84.375,70,5.916666667,15.23017296,927.6755276,0
2005-04-10,23.15416667,28.8,19.2,81.91666667,61,4.833333333,17.34287497,926.7614195,0
2005-04-11,24.2875,31.3,19.2,77.20833333,43,4.083333333,18.08561374,925.5378894,0
2005-04-12,24.85,31.9,18.8,68.66666667,40,4.041666667,18.97847688,926.9800089,0
2005-04-13,22.83333333,27.5,20.2,81.75,64,6.125,16.68854743,928.4005425,0
2005-04-14,23.18333333,30.5,18.3,76.16666667,43,4.666666667,18.79153656,926.6937019,0
2005-04-15,23.91666667,30.8,19,69.33333333,41,5.125,19.37856217,925.6967203,0
2005-04-16,22.28333333,28.5,18.7,82.45833333,57,4.75,13.54515769,926.2675863,0
2005-04-17,21.53333333,25.5,18.8,84.70833333,69,5.541666667,13.60785964,927.7865662,0.1
2005-04-18,20.65,26.4,16.4,78.41666667,49,4.833333333,19.62500822,926.616731,0
2005-04-19,21.56666667,29.5,16.5,72.58333333,30,4.166666667,17.27198768,925.2141589,0
2005-04-20,21.83333333,29.7,16,75.66666667,42,5.291666667,17.55650168,925.2087256,0
2005-04-21,20.29166667,27.2,17.8,85.54166667,55,5.083333333,11.22671068,925.3665474,6.4
2005-04-22,20.01666667,24.6,15.4,79.41666667,59,5.583333333,17.07265645,925.7771381,0
2005-04-23,19.625,26.4,15.9,85.45833333,55,5,11.80571117,925.2694378,6
2005-04-24,19.80416667,27,16.2,85.625,53,4.625,16.06609479,925.1822183,0
2005-04-25,20.6375,25,16.8,83.70833333,61,7.583333333,9.53758257,923.9902734,1
2005-04-26,15.275,17,13.1,90,79,8.416666667,7.135316789,928.1238625,2
2005-04-27,15.49583333,19.6,12.6,83.45833333,62,6,11.68682328,928.220623,0.8
2005-04-28,15.90833333,18.3,13.4,89,72,4.083333333,6.002518814,926.8924483,5.9
2005-04-29,17.57916667,22.1,14,87.25,70,3.333333333,10.39729055,927.5222278,0
2005-04-30,15.99583333,19.4,13.5,89.08333333,72,7.083333333,9.568141473,928.7762203,2.8
2005-05-01,15.88333333,19.5,13.6,83.875,58,6.416666667,10.37823682,930.6616926,1.1
2005-05-02,15.87916667,20,13.4,83.83333333,64,5.791666667,12.67421662,930.4918287,1.2
2005-05-03,15.975,21.9,11.3,80.45833333,54,5.833333333,16.30334005,930.5201838,0
2005-05-04,16.99166667,23.9,12.8,79.70833333,46,6.333333333,17.84736316,930.9184237,0
2005-05-05,17.025,24.8,12,80.79166667,45,5.666666667,17.68292233,930.4418669,0
2005-05-06,18.14166667,25.8,13.6,75.70833333,38,5.791666667,16.92614511,928.6814585,0
2005-05-07,18.55,26,12.8,71.5,39,3.916666667,16.46696958,928.2616107,0
2005-05-08,18.21666667,25.2,12.2,78.95833333,45,5.5,14.82537473,929.7644072,0
2005-05-09,18.9875,23.8,15.6,82.08333333,58,4.541666667,8.01417064,929.8289239,0
2005-05-10,19.63333333,26,16.1,81.375,50,3.625,10.59148804,928.3682822,0
2005-05-11,20.4625,28.4,15.5,72.125,36,4.083333333,16.8527217,928.4052049,0
2005-05-12,20.23333333,28.8,14,74.95833333,35,3.375,15.43821593,928.0058334,0
2005-05-13,21.54583333,29,15.2,74.54166667,45,5.125,14.83632516,927.7959585,0
2005-05-14,21.775,29,16.5,72.45833333,40,5.916666667,16.9580479,926.6818074,0
2005-05-15,20.85,28.5,15.4,73.75,40,3.5,16.57681039,926.3344968,0
2005-05-16,20.69583333,28.6,14,66.91666667,29,4.416666667,15.90255538,925.3480972,0
2005-05-17,21.00416667,27.1,15.1,70.29166667,46,2.583333333,9.577668035,924.7430015,0
2005-05-18,21.94583333,28.8,16.9,74.66666667,43,3.333333333,13.89776935,923.2070358,0
2005-05-19,20.79583333,28,15.1,80.79166667,47,3.666666667,13.44766271,922.1897203,0
2005-05-20,21.9625,28.6,17,73.66666667,42,4.375,12.04639817,922.0570258,0
2005-05-21,21.14166667,26.2,17.9,72.20833333,47,9.541666667,7.500672132,920.8165597,17.9
2005-05-22,15.62916667,18.2,14,92.33333333,78,5.583333333,4.277939594,923.7132908,4.6
2005-05-23,17.40416667,21.4,14.2,87.54166667,72,5.791666667,8.002036327,923.4982058,0.3
2005-05-24,18.59583333,22,16.8,92.04166667,75,7.916666667,5.367864294,919.9988027,96.3
2005-05-25,16.86666667,19.6,14.1,92.25,77,6.541666667,5.145580026,919.7957849,53.3
2005-05-26,15.63333333,21.4,11.4,84.41666667,53,3.916666667,14.91508673,928.9523514,0
2005-05-27,16.5375,23,12.6,79.75,50,8.333333333,15.63476732,931.6220966,0
2005-05-28,16.68333333,23.4,13.3,83.45833333,51,6.75,13.80445377,931.3339875,0
2005-05-29,17.45416667,24.4,11,82.375,58,5.375,15.6892382,931.1443438,0
2005-05-30,19.19583333,27.2,14.8,81,51,5.291666667,12.69752587,932.6925322,0
2005-05-31,18.94583333,25.2,14.4,85,54,6.875,14.50864067,932.1874526,0
2005-06-01,19.3875,25.2,16,83.79166667,57,5.666666667,13.55636496,931.6901899,0
2005-06-02,20.175,26.6,17.2,81.5,51,6.625,11.37046233,930.1790435,0
2005-06-03,18.95833333,26.2,14.9,80.625,51,4.75,13.76110956,930.6798754,0
2005-06-04,19.1875,26.1,13.6,81.125,47,4.75,14.98864395,931.6651664,0
2005-06-05,18.98333333,25.4,14.8,80.625,49,6.541666667,15.99778417,932.2744374,0
2005-06-06,17.15416667,22.8,14,85.58333333,56,3.791666667,11.4231389,930.8822543,0
2005-06-07,17.76666667,24.2,13.1,81.20833333,46,6.166666667,13.73820992,929.2323105,0
2005-06-08,17.7625,25.2,12.9,81.875,48,3.708333333,12.71890432,930.043158,0
2005-06-09,18.42916667,26,11.9,80.625,43,5,14.23567668,930.1301896,0
2005-06-10,18.60833333,25.1,14.1,81.625,48,3.625,13.0727193,929.1479456,0
2005-06-11,18.80833333,26.2,13,74.58333333,42,4.5,14.8062152,928.4065713,0
2005-06-12,19.20833333,26.7,14.2,71.33333333,38,5.208333333,15.01940132,928.0426033,0
2005-06-13,18.85833333,26,12.4,70.79166667,37,5.75,16.89685675,927.1459444,0
2005-06-14,19.025,26.8,12.5,71.125,40,3.791666667,15.30189891,928.2504146,0
2005-06-15,20.1375,26.9,15.3,74.33333333,36,5.458333333,13.56334535,930.0306405,0
2005-06-16,19.54583333,26.4,14.3,72.91666667,41,4.791666667,14.21186503,927.8744302,0
2005-06-17,19.33333333,27,12.8,71.08333333,41,3.541666667,14.28217263,925.6514607,0
2005-06-18,19.27916667,24.3,14.2,74.41666667,53,7.541666667,10.88303093,923.2881043,0.5
2005-06-19,18.3125,22.8,15.2,77.41666667,59,7.708333333,12.54452216,924.083029,0
2005-06-20,16.5,19,14.9,92.29166667,82,4.833333333,4.376537275,925.6570757,12.3
2005-06-21,13.78333333,15.4,12.1,94.08333333,90,7.125,4.882289816,931.5556878,6.7
2005-06-22,14.44583333,17.3,12,84.29166667,71,8.291666667,7.194938764,933.1710889,0
2005-06-23,14.89166667,22,9.1,83.04166667,56,4.333333333,13.69960524,931.6524454,0
2005-06-24,15.51666667,21.1,11.4,86.25,64,3.333333333,9.580398302,930.9292613,0
2005-06-25,15.625,21.9,10.5,82.875,51,4.375,12.97818666,929.961546,0
2005-06-26,16.52916667,23.8,12.1,74.91666667,45,5.625,14.64194078,928.455059,0
2005-06-27,16.54166667,23.4,10.4,75.20833333,44,4.75,12.11326574,927.475429,0
2005-06-28,16.4875,19.7,12.5,83.91666667,68,4.791666667,4.088989652,928.945778,0.1
2005-06-29,19.07083333,25.6,14.8,83.54166667,56,4.583333333,10.30897582,928.8415998,3.5
2005-06-30,20.45416667,27.1,16,79.125,49,4.458333333,12.91486345,929.6435401,0
2005-07-01,18.1,24.6,13.8,81.20833333,49,3.458333333,13.49640324,929.6112688,0
2005-07-02,19.01666667,26.6,12.5,73.75,47,5,13.35488691,928.4205292,0
2005-07-03,18.80833333,26.6,11.9,66.79166667,35,5.333333333,15.09563312,928.2780082,0
2005-07-04,19.1375,26.3,11.3,62.5,41,5.791666667,15.02756477,926.3959681,0
2005-07-05,16.26666667,20.7,13.1,86.91666667,69,4.166666667,3.878120976,927.8119024,1.6
2005-07-06,14.1125,16.1,11,92.375,85,6.625,4.748785943,932.9278488,0.5
2005-07-07,11.54166667,15.6,9,86.08333333,63,8.583333333,7.794593711,937.0779693,0.4
2005-07-08,12.50833333,16.2,10.4,85.25,70,8.833333333,9.755245428,937.8696519,1.1
2005-07-09,12.85833333,18.3,8.6,81.91666667,57,7.083333333,10.91976128,937.2658232,0.1
2005-07-10,13.25416667,20.5,7.2,83.5,53,5.458333333,13.75462849,935.4835691,0
2005-07-11,15.32916667,22.4,11.1,82.29166667,48,6.75,13.10734968,934.0420077,0
2005-07-12,15.1875,22.9,9.6,80.95833333,45,4.625,14.27571027,933.1368588,0
2005-07-13,14.3625,22.4,8,76.70833333,43,4.958333333,15.22749422,932.3710214,0
2005-07-14,15.29583333,22.6,10.6,79.16666667,46,6.416666667,14.50816466,930.4680042,0
2005-07-15,16.075,24.1,10.4,75.125,41,5.333333333,15.67993306,928.5197817,0
2005-07-16,19.59166667,25.6,12.8,57.5,38,9.541666667,15.83419662,924.85322,0
2005-07-17,19.825,24.8,15.8,65.54166667,45,11.70833333,13.14831739,923.9405001,0
2005-07-18,14.85416667,18,12.2,79.70833333,72,3.25,7.690024297,927.0422341,0
2005-07-19,12.82083333,15.1,10.8,83.25,68,3.958333333,6.673651558,930.3627295,0
2005-07-20,13.27916667,15.4,11,88.29166667,78,5.75,7.04259271,931.9005679,0
2005-07-21,15.99166667,22.8,13,83.29166667,55,7.208333333,12.30455049,930.7983689,1.1
2005-07-22,17.81666667,24.7,13,84.75,56,2,10.70511829,929.0442625,0
2005-07-23,19.0375,26.8,14.5,81.66666667,49,1.791666667,10.85857668,928.4985705,0.2
2005-07-24,17.26666667,21.6,14.4,88.16666667,70,3.458333333,8.304999362,929.1380855,4.8
2005-07-25,16,19.8,11.2,81.41666667,61,5.375,8.823394125,929.6385573,8.3
2005-07-26,12.5,19,5.2,76.16666667,50,2.5,16.37768204,932.0540183,0
2005-07-27,13.50416667,16.2,11.7,89.125,81,2.333333333,5.022642072,932.1188267,0.2
2005-07-28,17.0875,25.8,12.2,77.875,47,1.208333333,14.20046598,931.1724471,0
2005-07-29,18.4,26.6,12.6,77.79166667,42,1.041666667,13.69722335,931.5536478,0
2005-07-30,17.25416667,25.4,11.4,68.83333333,34,1.541666667,15.17812482,930.9280363,0
2005-07-31,17.57916667,27,9.6,70.95833333,37,1.541666667,17.17658653,930.0956966,0
2005-08-01,18.42083333,27,11,69.625,37,3.583333333,16.0860337,930.7879283,0
2005-08-02,17.725,26.6,10.6,66.41666667,33,3.708333333,16.39399329,930.6163652,0
2005-08-03,17.45833333,26.4,9.5,65.54166667,33,3.541666667,15.44880879,930.878074,0
2005-08-04,17.4,27.1,9.2,66.54166667,34,4.125,17.15961097,931.4553372,0
2005-08-05,18.0375,27.6,9.8,66.20833333,31,4.375,16.95258809,931.422754,0
2005-08-06,18.0125,27.2,10.4,63.125,32,3.333333333,16.07982385,931.2821749,0
2005-08-07,16.65,22.9,11.6,74.375,60,5.375,16.24182472,931.5955992,0
2005-08-08,15.9125,19.1,13.8,88.45833333,77,5.791666667,7.959224027,931.187489,0.1
2005-08-09,15.20833333,19.6,13.2,89.04166667,76,5.166666667,10.04220483,927.1460428,2.2
2005-08-10,13.32916667,16.5,10.4,79.95833333,64,12,11.83217495,926.8488952,4.9
2005-08-11,14.01666667,21.7,8.4,76.375,43,3.625,16.67103189,929.2143351,0.1
2005-08-12,14.18333333,21.3,7.6,79.29166667,47,5.208333333,17.50397843,928.7080689,0
2005-08-13,15.97916667,23.4,11.4,81.66666667,47,6.791666667,15.65945692,927.8249637,0
2005-08-14,19.275,28.2,14.8,75.75,31,6.5,17.83395836,928.2544548,0
2005-08-15,18.80416667,28.4,14.5,83.08333333,43,4.416666667,16.13554414,930.3530871,0
2005-08-16,19.2625,27.4,15,79.83333333,40,4.666666667,16.22508064,929.1905572,0
2005-08-17,19.87916667,28.4,12.4,65.25,34,5.458333333,16.83772725,928.1866341,0
2005-08-18,18.22083333,22.2,13,77.625,65,6.166666667,12.36716464,929.3614886,0
2005-08-19,18.2625,23.3,15.5,83.04166667,62,5.958333333,13.27673158,932.0474696,0
2005-08-20,18.74166667,24.4,15.2,78.25,57,7.416666667,17.03475527,931.7473921,0
2005-08-21,18.85833333,27.3,15.2,79.5,47,7.375,16.82577072,929.7211068,0
2005-08-22,20.07916667,28.6,14,68.33333333,31,7,19.09326094,928.0326015,0
2005-08-23,20.62083333,29,13,57.16666667,29,7.166666667,19.33661771,926.6289175,0
2005-08-24,20.80416667,28.5,14.8,58.29166667,34,7.958333333,13.03797776,925.7518949,0
2005-08-25,13.375,18.8,10.8,83.625,67,7.916666667,8.157430581,928.5985184,0
2005-08-26,15.42916667,22.3,12,84.625,65,7.5,11.93215187,928.1564486,0
2005-08-27,17.92916667,21.4,14.5,80.125,62,5.958333333,8.323243819,926.358512,0
2005-08-28,22.04166667,31.6,13.7,61.54166667,30,5.5,20.0316006,923.7824356,0
2005-08-29,24.14166667,32.3,15.6,51.91666667,27,8.125,18.84139291,921.0970377,0
2005-08-30,24.94166667,32.3,17.7,50.54166667,28,9.541666667,17.04380125,922.0573441,0
2005-08-31,19.85,23.3,17.2,81.70833333,71,7.958333333,12.74451007,925.5039211,0
2005-09-01,20.91666667,28.1,17.3,82.875,49,7.041666667,12.07424869,925.5114248,30.6
2005-09-02,17.49583333,23.2,12.8,86.375,56,5.916666667,11.40267134,926.888337,12.4
2005-09-03,14.8125,22.1,9.4,87.25,60,5.833333333,14.44973692,927.8086986,0
2005-09-04,19.98333333,26.8,15.1,76.41666667,49,9.708333333,15.22277577,925.3601369,0
2005-09-05,19.14583333,27.2,14.8,82.625,53,7.5,12.65058752,924.7914133,21.8
2005-09-06,14.8875,16.6,13.1,91.16666667,84,5.458333333,4.820681416,927.5988319,16.4
2005-09-07,14.13333333,16.5,12.4,93.25,83,7.583333333,4.520003911,930.2331966,0
2005-09-08,14.98333333,17.6,12.6,91.04166667,77,8.166666667,5.439036777,931.5652957,0
2005-09-09,18.97083333,26.6,15.3,81.375,59,8.375,15.2147934,930.0996037,0
2005-09-10,21.71666667,29.5,15.4,66.83333333,39,9.916666667,21.18780031,927.874149,0
2005-09-11,22.0375,29.9,15.4,63.58333333,38,7.625,17.53566324,927.0258903,0
2005-09-12,15.12916667,19,11.4,90.5,80,8.041666667,3.696901989,931.3246269,10.6
2005-09-13,13.01666667,15.6,10.6,95.20833333,88,6.458333333,5.308636093,932.3671866,4.5
2005-09-14,14.5,15.9,12.6,93.83333333,89,6.791666667,3.549439348,931.8048479,1.5
2005-09-15,19.7625,28.2,14.2,81.20833333,51,7.333333333,15.67733639,928.7695866,0
2005-09-16,17.55833333,24.5,15,89.83333333,66,5.583333333,11.46607047,929.2843291,0
2005-09-17,14.78333333,17.4,13,92.45833333,82,6.708333333,6.863183369,929.5190787,1.2
2005-09-18,16.1625,19.2,13.9,90.95833333,78,9.625,6.02235637,928.1402087,1.7
2005-09-19,20.15,26.2,15.4,80.70833333,61,8.958333333,14.95905769,924.5437168,11.2
2005-09-20,16.5875,21.4,12.6,77.58333333,59,8.041666667,19.82601232,926.2582076,0
2005-09-21,15.9375,19.5,13.4,89.75,76,6.041666667,10.81813662,926.6404366,1.3
2005-09-22,17.40833333,21,14.6,83.29166667,61,6.791666667,11.28965844,925.2939396,0
2005-09-23,18.84166667,24.4,15.8,80.79166667,57,6.958333333,17.70993114,924.25839,0
2005-09-24,18.9375,25.5,16.3,84.04166667,57,5.625,13.70346449,923.4684297,0
2005-09-25,19.22083333,21.9,17.3,86.70833333,69,6.208333333,6.054328506,922.914416,10.3
2005-09-26,13.60416667,18.5,11.4,94.45833333,89,7.416666667,4.587571332,928.4217188,12.4
2005-09-27,12.70833333,14.6,10.7,90.125,79,7.833333333,6.915323919,933.2158599,7.3
2005-09-28,14.28333333,18.2,10.7,83.33333333,71,8.958333333,10.02190069,932.3403807,0
2005-09-29,16.07083333,22.5,10.3,82.04166667,58,7.916666667,22.60002806,930.076676,0
2005-09-30,18.55,25.8,14.3,81.375,52,8.291666667,20.13107797,927.2487559,0
2005-10-01,19.37083333,27.1,15.2,79.95833333,50,5.041666667,14.47227442,927.0100709,0
2005-10-02,17.01666667,19,15.4,94.20833333,88,5,5.383741619,927.8429145,15.7
2005-10-03,19.2375,26.3,15,82.41666667,56,6.541666667,23.98554057,925.9773743,0
2005-10-04,22.85,30.5,15.8,72.83333333,42,7.041666667,21.58752818,922.3031396,0
2005-10-05,19.925,21.6,17.6,87.58333333,78,5.458333333,7.497849594,923.9309691,2.2
2005-10-06,18.10416667,21.3,15.6,91.375,80,4.916666667,7.58049142,928.9434766,0
2005-10-07,18.7375,23.7,15.7,88.91666667,73,5.833333333,14.60711374,929.7222244,0
2005-10-08,22.81666667,32.3,17.4,78.79166667,45,6.416666667,20.23719844,928.5542666,0.1
2005-10-09,20.6875,28.1,16.9,86.16666667,60,5.5,17.7496585,927.696391,0
2005-10-10,16.9,20.4,14.3,90.20833333,80,5.416666667,9.005554953,927.2060163,0
2005-10-11,18.15416667,23.1,15.3,91.375,75,6.083333333,14.79844465,925.5029536,0
2005-10-12,23.21666667,33.2,17,76,36,5.041666667,23.18048262,924.2917786,0
2005-10-13,25.52916667,34.7,17.6,59.16666667,24,4.666666667,24.91615162,922.7231788,0
2005-10-14,24.07083333,33.4,18.6,68.83333333,38,6.416666667,16.86017498,923.2567724,8.3
2005-10-15,18.72916667,20.6,17.1,92.20833333,85,6.416666667,6.286657332,926.5620498,0.2
2005-10-16,19.78333333,23.9,17.5,87.20833333,72,7.5,10.21138399,924.8716862,0.1
2005-10-17,22.53333333,26.6,17.9,78.45833333,55,3.708333333,9.82417913,923.1892311,0
